user_screen_name,created_at," San diego County, CA",text,fav,rt_count,friend,clean_text_1,clean_text_2,Aspect,Prediction
HirokoTheHedgie,Wed Oct 27 14:35:54 +0000 2021,"Los Angeles, CA","People are accusing High Guardian Spice of having explicit trans and other LGBT rep just for ""woke pandering"" and to evade criticism and other cynical takes, so let's make something clear: Raye Rodriguez, the creator of HGS, IS a trans man. He VOICES the trans man character.",16,2,308,people are accusing high guardian spice of having explicit trans and other lgbt rep just for woke pandering and to evade criticism and other cynical takes so let us make something clear raye rodriguez the creator of hgs is a trans man he voices the trans man character,people accusing high guardian spice explicit trans lgbt rep woke pandering evade criticism cynical takes let us make something clear raye rodriguez creator hgs trans man voices trans man character,,neutral
LGBT_HigherEd,Wed Oct 27 14:19:37 +0000 2021,"Los Angeles, CA",Now Hiring: Executive Assistant https://t.co/onwgmdrsTL,0,0,405,now hiring executive assistant ,hiring executive assistant,,neutral
LGBT_HigherEd,Wed Oct 27 14:19:36 +0000 2021,"Los Angeles, CA","Now Hiring: Director of Computing Programs, Roux Institute &amp; Open Rank https://t.co/nqgziWDQkF",0,0,405,now hiring director of computing programs roux institute  open rank ,hiring director computing programs roux institute open rank,,pro-lgbt
LGBT_HigherEd,Wed Oct 27 14:19:35 +0000 2021,"Los Angeles, CA",Now Hiring: Professor &amp; Chair https://t.co/TlSzFpgLdX,0,0,405,now hiring professor  chair ,hiring professor chair,,neutral
LGBT_HigherEd,Wed Oct 27 14:19:33 +0000 2021,"Los Angeles, CA",Now Hiring: Open Rank Clinical Professor https://t.co/i6YvctqEsW,0,0,405,now hiring open rank clinical professor ,hiring open rank clinical professor,,neutral
LGBT_HigherEd,Wed Oct 27 14:19:32 +0000 2021,"Los Angeles, CA",Now Hiring: Payroll Lead Analyst https://t.co/tJmqdgANtu,0,0,405,now hiring payroll lead analyst ,hiring payroll lead analyst,,neutral
AShackelford72,Wed Oct 27 13:53:10 +0000 2021,"Los Angeles, CA","@AndrewYang @Fwd_Party What about people who want to block rights for the LGBT community, am I supposed to listen to that?  Wealth allows you to live in the middle of the road.",0,0,201,  what about people who want to block rights for the lgbt community am i supposed to listen to that  wealth allows you to live in the middle of the road,people want block rights lgbt community supposed listen wealth allows live middle road,,anti-lgbt
briandb03,Wed Oct 27 13:26:20 +0000 2021,"Los Angeles, CA",This tragic case exemplifies why we gays need to drop the Tâs in LGBT. This perpetrator is not gay. Heâs a sly predator. I condemn his actions and I donât want to be associated with them. https://t.co/sEdTVRqVM6,0,0,524,this tragic case exemplifies why we gays need to drop the t s in lgbt this perpetrator is not gay he s a sly predator i condemn his actions and i don t want to be associated with them ,tragic case exemplifies gays need drop lgbt perpetrator gay sly predator condemn actions want associated,,neutral
DumbassHeather,Wed Oct 27 13:08:18 +0000 2021,"Los Angeles, CA","@__DUSTT__ THERE IS NOTHING MORE FUN THEN LGBT HEADCANONS FOR CHILDHOOD SHOWS

OH AND NEURODIVERGENT HEADCANONS ARE POG TOO!! ADHD PINKIE PIE IS CANON AS FAR AS IM CONCERNED",0,0,102, there is nothing more fun then lgbt headcanons for childhood shows  oh and neurodivergent headcanons are pog too adhd pinkie pie is canon as far as im concerned,nothing fun lgbt headcanons childhood shows oh neurodivergent headcanons pog adhd pinkie pie canon far im concerned,,neutral
gaymlm,Wed Oct 27 13:00:04 +0000 2021,"Los Angeles, CA","Spanish rapper Arkano, whoâs âtried everything,â reveals even more about his sexuality #LGBT https://t.co/3pGVtqESPX",0,0,17103,spanish rapper arkano who s  tried everything  reveals even more about his sexuality lgbt ,spanish rapper arkano tried everything reveals even sexuality lgbt,,anti-lgbt
BlekWtf,Wed Oct 27 11:27:24 +0000 2021,"Los Angeles, CA",@KiyrohVLRT Who tf is that with lgbt pfp,0,0,224, who tf is that with lgbt pfp,tf lgbt pfp,,neutral
gaymlm,Wed Oct 27 11:00:03 +0000 2021,"Los Angeles, CA","Fresh out of the closet, Superman soars to new heights #LGBT https://t.co/58xVEY854M https://t.co/mQVbJo4dvz",0,0,17103,fresh out of the closet superman soars to new heights lgbt  ,fresh closet superman soars new heights lgbt,,neutral
i__am__karii,Wed Oct 27 08:57:17 +0000 2021,"Los Angeles, CA","I also see people shitting on it purely because itâs a Netflix show which makes me roll my eyes so hard because yes Netflix is a bad company theyâre transphobic and yet they try to cater to the LGBT community and stuff I get it, but the corporate fuckheads didnât make this",0,0,2206,i also see people shitting on it purely because it s a netflix show which makes me roll my eyes so hard because yes netflix is a bad company they re transphobic and yet they try to cater to the lgbt community and stuff i get it but the corporate fuckheads didn t make this,also see people shitting purely netflix show makes roll eyes hard yes netflix bad company transphobic yet try cater lgbt community stuff get corporate fuckheads make,,anti-lgbt
LuluWalcott1,Wed Oct 27 08:14:07 +0000 2021,"Los Angeles, CA",#LGBT #LGBTQ #Students #Schools #Safety â&gt; âWorst List' names 180 colleges that are 'unsafe' for LGBTQ students https://t.co/Ib0fD6wrOe via @nbcnews,0,0,380,lgbt lgbtq students schools safety  gt  worst list names  colleges that are unsafe for lgbtq students  via ,lgbt lgbtq students schools safety gt worst list names colleges unsafe lgbtq students via,,anti-lgbt
ThePerezHilton,Wed Oct 27 08:00:01 +0000 2021,"Los Angeles, CA",#Chucky is the LGBT ally we didnât know we needed! The horror icon reveals he has a genderfluid child he loves and accepts! https://t.co/r4anb8qGUE,17,3,1397,chucky is the lgbt ally we didn t know we needed the horror icon reveals he has a genderfluid child he loves and accepts ,chucky lgbt ally know needed horror icon reveals genderfluid child loves accepts,,pro-lgbt
Castor66,Wed Oct 27 06:51:02 +0000 2021,"Los Angeles, CA",Oh and they are still discriminatory about how they banned clubs.  Clubs weren't a problem for years until an LGBT club was trying to get formed and then they enacted the ban....while still allowing cherry picked clubs like yearbook to still exist since they need that.,0,0,116,oh and they are still discriminatory about how they banned clubs  clubs were not a problem for years until an lgbt club was trying to get formed and then they enacted the banwhile still allowing cherry picked clubs like yearbook to still exist since they need that,oh still discriminatory banned clubs clubs problem years lgbt club trying get formed enacted banwhile still allowing cherry picked clubs like yearbook still exist since need,,pro-lgbt
wintersmoonsong,Wed Oct 27 06:31:55 +0000 2021,"Los Angeles, CA",11 years with my beloved and I look forward to so many more!!! â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸ #LGBT  #anniversary https://t.co/OrJiNF1bwt,6,0,262, years with my beloved and i look forward to so many more                                lgbt  anniversary ,years beloved look forward many lgbt anniversary,,pro-lgbt
QueerInBC,Wed Oct 27 06:07:42 +0000 2021,"Los Angeles, CA","My neurologist fucked up too. No humility. No other doctor had my back. I lost so much but worst was losing my fiancÃ©. &lt;1% of Canadian couples are gay, at least 4x less than it should be. Covid isolation is a taste of growing old alone for many #LGBT.

https://t.co/2SrmSVS4D3 https://t.co/jdJG6zmsMl",0,0,787,my neurologist fucked up too no humility no other doctor had my back i lost so much but worst was losing my fiancÃ©  of canadian couples are gay at least  less than it should be covid isolation is a taste of growing old alone for many lgbt   ,neurologist fucked humility doctor back lost much worst losing fiancÃ© canadian couples gay least less covid isolation taste growing old alone many lgbt,,neutral
JRLCHARTS,Wed Oct 27 05:35:14 +0000 2021,"Los Angeles, CA",".ð. @Nasstoys presents #JRLCHARTS New Music Videos with #SuperJuniorDnE #ZERO_Teaser01 MV Drops from SMTown https://t.co/HQhtMlTCzM @MrErikSchut @lgbtplusnews @LGBTQmusicchart @GayWeHoMusic @ILoveGayMusic, @ILoveGaySF @brotheragensbr @FrenchGaymer @dexter_tenney @GayMusicCenter https://t.co/RMCC4BZtlV",3,0,23132,   presents jrlcharts new music videos with superjuniordne  mv drops from smtown            ,presents jrlcharts new music videos superjuniordne mv drops smtown,,neutral
LindnerVera,Wed Oct 27 05:27:32 +0000 2021,"Los Angeles, CA","@LesbianOwl33 @JulieXBlack1 It's tragic to realize that after 60 years of Feminist and LGBT liberation efforts we are back to this. As a life-long supporter &amp; ally, this really pains me.",1,0,395,  it is tragic to realize that after  years of feminist and lgbt liberation efforts we are back to this as a lifelong supporter  ally this really pains me,tragic realize years feminist lgbt liberation efforts back lifelong supporter ally really pains,,pro-lgbt
ColoredRoots,Wed Oct 27 04:46:03 +0000 2021,"Los Angeles, CA","Majority of the movement in this community were created by blk women or blk lgbt thatâs the irony when saying âwHaT hAvE yAlL dOnE â like nigga everything . From getting homeless,disabled blk folks fed &amp; off the streets to providing blk women w/ self defense tools &amp; safety .",0,0,184,majority of the movement in this community were created by blk women or blk lgbt that s the irony when saying  what have yall done   like nigga everything  from getting homelessdisabled blk folks fed  off the streets to providing blk women w self defense tools  safety ,majority movement community created blk women blk lgbt irony saying yall done like nigga everything getting homelessdisabled blk folks fed streets providing blk women w self defense tools safety,,pro-lgbt
ColoredRoots,Wed Oct 27 04:35:56 +0000 2021,"Los Angeles, CA",@mrselfcheckout The last time bm did anything for this community as a collective was bpm and even that was dysfunctional from within . The only thing yâall have is making hobbies of hating bw and blk lgbt . Bringing nothing of value to this community .,0,0,184, the last time bm did anything for this community as a collective was bpm and even that was dysfunctional from within  the only thing y all have is making hobbies of hating bw and blk lgbt  bringing nothing of value to this community ,last time bm anything community collective bpm even dysfunctional within thing making hobbies hating bw blk lgbt bringing nothing value community,,neutral
ColoredRoots,Wed Oct 27 04:33:08 +0000 2021,"Los Angeles, CA",âRegular â aka homophobic blk ppl using the same rhetorics as white racists . Imagine trying to exclude blk lgbt while screaming blk lives matter or using the foundation they created . Yâall make me laugh . Bigots of all forms be ignorant &amp; uneducated https://t.co/TQ3FDKjk1O,0,0,184, regular   aka homophobic blk ppl using the same rhetorics as white racists  imagine trying to exclude blk lgbt while screaming blk lives matter or using the foundation they created  y all make me laugh  bigots of all forms be ignorant  uneducated ,regular aka homophobic blk ppl using rhetorics white racists imagine trying exclude blk lgbt screaming blk lives matter using foundation created make laugh bigots forms ignorant uneducated,,neutral
Therapy_Tribe,Wed Oct 27 03:53:09 +0000 2021,"Los Angeles, CA","Discover Karen Bieman, Counselor/Therapist , specializing in Divorce, Forgiveness, Infidelity, LGBT ... @ https://t.co/d9CsLw4QNX",0,0,1147,discover karen bieman counselortherapist  specializing in divorce forgiveness infidelity lgbt   ,discover karen bieman counselortherapist specializing divorce forgiveness infidelity lgbt,,pro-lgbt
JoeKilpatrick15,Wed Oct 27 03:47:30 +0000 2021,"Los Angeles, CA",@askboomer1949 I think so. On pay per view for Trump's campaign. The evangelicals would somehow justify it and turn it into an anti LGBT message.  This would be the end of democracy. Normalizing hate and stupidity would be two fools fighting each other at the end of a cliff with banana peels.,0,0,6101, i think so on pay per view for trump is campaign the evangelicals would somehow justify it and turn it into an anti lgbt message  this would be the end of democracy normalizing hate and stupidity would be two fools fighting each other at the end of a cliff with banana peels,think pay per view trump campaign evangelicals would somehow justify turn anti lgbt message would end democracy normalizing hate stupidity would two fools fighting end cliff banana peels,,neutral
rbollinger17,Wed Oct 27 03:42:17 +0000 2021,"Los Angeles, CA","@zei_squirrel I think the problem is how Dave spends so much time on the topic. Chappelle show was awesome! 

He could just do a quick LGBT/race joke respectfully and move on to other things. At some point its not funny anymore. Hopefully he turns it around soon",0,0,488, i think the problem is how dave spends so much time on the topic chappelle show was awesome   he could just do a quick lgbtrace joke respectfully and move on to other things at some point its not funny anymore hopefully he turns it around soon,think problem dave spends much time topic chappelle show awesome could quick lgbtrace joke respectfully move things point funny anymore hopefully turns around soon,,neutral
yinyang_yo_,Wed Oct 27 02:57:01 +0000 2021,"Los Angeles, CA","Can we do much better? Yes
Should we understand why LGBT folks from countries they are not welcome in want to seek asylum here? Yes https://t.co/pxqWwc0NUD",2,0,436,can we do much better yes should we understand why lgbt folks from countries they are not welcome in want to seek asylum here yes ,much better yes understand lgbt folks countries welcome want seek asylum yes,,anti-lgbt
__MEDEL__,Wed Oct 27 02:34:34 +0000 2021,"Los Angeles, CA",Something lgbt just happened to me I cannot make this upð,0,0,150,something lgbt just happened to me i cannot make this up ,something lgbt happened cannot make,,neutral
bythesea66,Wed Oct 27 02:15:23 +0000 2021,"Los Angeles, CA","As election approaches, LGBT voters look for support, Youngkin campaign ad under fire from democrats | https://t.co/jiusuZJLm0 https://t.co/J8WWJ8eDqF",0,0,4969,as election approaches lgbt voters look for support youngkin campaign ad under fire from democrats   ,election approaches lgbt voters look support youngkin campaign ad fire democrats,,pro-lgbt
IamToiT,Wed Oct 27 02:05:41 +0000 2021,"Los Angeles, CA",Just posted a photo @ UCR LGBT Resource Center https://t.co/Yb99c24Zzb,0,0,507,just posted a photo  ucr lgbt resource center ,posted photo ucr lgbt resource center,,pro-lgbt
delaneysmh04,Wed Oct 27 02:01:45 +0000 2021,"Los Angeles, CA","siblings in an environment like that, where any insecurity about their bodies could be posted on a piece of paper for the whole school to see. If any of them are LGBT+, I donât want them to go to school somewhere where thatâs a joke.",4,0,576,siblings in an environment like that where any insecurity about their bodies could be posted on a piece of paper for the whole school to see if any of them are lgbt i don t want them to go to school somewhere where that s a joke,siblings environment like insecurity bodies could posted piece paper whole school see lgbt want go school somewhere joke,,anti-lgbt
kvnrmrz,Wed Oct 27 02:01:06 +0000 2021,"Los Angeles, CA",The LGBT community. https://t.co/oQswz8NLYG https://t.co/sd9iRGeKEm,4,0,642,the lgbt community  ,lgbt community,,pro-lgbt
DelBamLaw,Wed Oct 27 01:52:49 +0000 2021,"Los Angeles, CA",Love is love #lgbt https://t.co/BHQ3ME9HBq,0,0,3,love is love lgbt ,love love lgbt,,neutral
Mondo_dj,Wed Oct 27 01:34:56 +0000 2021,"Los Angeles, CA","@DaveChappelle We live in a ""fag hag"" culture. Women are allied with LGBT against straight men, that's obvious. It's easy for them. We say things like trans ppl aren't women to us and the ""down-low"" is disgusting, and we get shit for it. Like some people aren't invested in defending those.",1,0,5000, we live in a fag hag culture women are allied with lgbt against straight men that is obvious it is easy for them we say things like trans ppl are not women to us and the downlow is disgusting and we get shit for it like some people are not invested in defending those,live fag hag culture women allied lgbt straight men obvious easy say things like trans ppl women us downlow disgusting get shit like people invested defending,,anti-lgbt
jstephenson84,Wed Oct 27 01:19:46 +0000 2021,"Los Angeles, CA",@AmazonStudios @PrimeVideo Love this!!! He's an icon and a trailblazer for all LGBT people ð,0,0,2227,  love this he is an icon and a trailblazer for all lgbt people  ,love icon trailblazer lgbt people,,pro-lgbt
CRZYREGGIE,Wed Oct 27 01:05:05 +0000 2021,"Los Angeles, CA","Check this Board out on Pinterest!
https://t.co/GbJc0AADXv #pinterest #PowerRangers #blerd #blackandgay #lgbt #marvel #dc",0,0,912,check this board out on pinterest  pinterest powerrangers blerd blackandgay lgbt marvel dc,check board pinterest pinterest powerrangers blerd blackandgay lgbt marvel dc,,neutral
MadamRoastBeef,Wed Oct 27 01:03:26 +0000 2021,"Los Angeles, CA",#LIVE RIGHT NOW!! WE'RE PLAYING THE #NEW UPDATE TO #Fortnite &amp; I'm BEING #Gay!! COME SAY HIIII &amp; LEMME LOVE YA! Haha #SmallStreamers #FortniteClips #SmallStreamersConnect #SmallStreamer #SmallStreamer #FortniteBR #Gaymer #Gamer #LGBT #LGBTQ #LGBTQIA #Gay  https://t.co/LtLrGJmzLW,5,3,1542,live right now we are playing the new update to fortnite  i am being gay come say hiiii  lemme love ya haha smallstreamers fortniteclips smallstreamersconnect smallstreamer smallstreamer fortnitebr gaymer gamer lgbt lgbtq lgbtqia gay  ,live right playing new update fortnite gay come say hiiii lemme love ya haha smallstreamers fortniteclips smallstreamersconnect smallstreamer smallstreamer fortnitebr gaymer gamer lgbt lgbtq lgbtqia gay,,neutral
CynthiaTyra4,Wed Oct 27 00:58:22 +0000 2021,"Los Angeles, CA","So what Fresno Pacific Universityâs president is saying is LGBT+ clubs are not allowed. Itâs not like there are LGBT+ members who are also religious, right?",1,0,446,so what fresno pacific university s president is saying is lgbt clubs are not allowed it s not like there are lgbt members who are also religious right,fresno pacific university president saying lgbt clubs allowed like lgbt members also religious right,,pro-lgbt
amtraxVA,Wed Oct 27 00:44:47 +0000 2021,"Los Angeles, CA","You want to support an independent production about LGBT characters, created by a pansexual, nonbinary writer? Please consider checking out Megaton Girl. Because itâs that, and you all talk about supporting that sort of thing. â¤ï¸

https://t.co/AjKYzgGo1Q",35,25,2062,you want to support an independent production about lgbt characters created by a pansexual nonbinary writer please consider checking out megaton girl because it s that and you all talk about supporting that sort of thing     ,want support independent production lgbt characters created pansexual nonbinary writer please consider checking megaton girl talk supporting sort thing,,neutral
JakeTheMoon1,Wed Oct 27 00:36:49 +0000 2021,"Los Angeles, CA","@AriDrennen Whoa, this is nuts because I'm left-handed and have used it as a source of empathy towards LGBTQ+. I never ""chose"" my handedness and often find myself needing to conform/adapt to a ""right-handed"" world. It's frustrating at times so I can only imagine how much worse it is for LGBT",1,0,79, whoa this is nuts because i am lefthanded and have used it as a source of empathy towards lgbtq i never chose my handedness and often find myself needing to conformadapt to a righthanded world it is frustrating at times so i can only imagine how much worse it is for lgbt,whoa nuts lefthanded used source empathy towards lgbtq never chose handedness often find needing conformadapt righthanded world frustrating times imagine much worse lgbt,,anti-lgbt
dxmj15,Wed Oct 27 00:30:24 +0000 2021,"Los Angeles, CA",something lgbt jus happened to me ð°ð°ð°ð°ððð,0,0,52,something lgbt jus happened to me        ,something lgbt jus happened,,neutral
ConstuproHusky,Tue Oct 26 23:59:41 +0000 2021,"Los Angeles, CA","Just had a lovely Uber ride with a driver who started talking about gays, and lesbians and trans.  And I'm like ""uh huh.  Yeah. I just wanna go get my car so I don't have to listen to your ass anymore""

She was suppppeerr anti LGBT, BLM, etc etc.  

Yikes. Just... Yikes",13,0,71,just had a lovely uber ride with a driver who started talking about gays and lesbians and trans  and i am like uh huh  yeah i just wanna go get my car so i do not have to listen to your ass anymore  she was suppppeerr anti lgbt blm etc etc    yikes just yikes,lovely uber ride driver started talking gays lesbians trans like uh huh yeah wanna go get car listen ass anymore suppppeerr anti lgbt blm etc etc yikes yikes,,neutral
JusticeBlaine,Tue Oct 26 23:58:57 +0000 2021,"Los Angeles, CA","It's a relaxing Tuesday and I'm letting YOU decide what we're streaming today. That's right, do my job for me.

#Twitch #Streamer #LGBT #Illustrator #JustChatting 

https://t.co/kTUxAvcpVU https://t.co/uwbq10lsnJ",14,0,5928,it is a relaxing tuesday and i am letting you decide what we are streaming today that is right do my job for me  twitch streamer lgbt illustrator justchatting    ,relaxing tuesday letting decide streaming today right job twitch streamer lgbt illustrator justchatting,,pro-lgbt
CollectiveBiz,Tue Oct 26 23:50:15 +0000 2021,"Los Angeles, CA","I wish LGBT &amp; trans supporters could tell me how Dave Chappelle contributes to real-world harm to trans people. Like, specifics. I keep hearing the statement but never any specifics. I'd like to know what they are referring to!

#DaveChappelle #TransLives #terf #transgender #LGBT",0,0,339,i wish lgbt  trans supporters could tell me how dave chappelle contributes to realworld harm to trans people like specifics i keep hearing the statement but never any specifics i would like to know what they are referring to  davechappelle translives terf transgender lgbt,wish lgbt trans supporters could tell dave chappelle contributes realworld harm trans people like specifics keep hearing statement never specifics would like know referring davechappelle translives terf transgender lgbt,,pro-lgbt
riv_kai,Tue Oct 26 23:28:02 +0000 2021,"Los Angeles, CA","Brave choices to disobey authority lead childhood best friends (to lovers) Emmalee and Niko to mortal trouble. Theyâre hounded by an abusive CEO working from the core of the nationâs collapse - their parentsâ military cult. 
#DVPit #DIS #LGBT #OWN #TV #R #T",1,0,509,brave choices to disobey authority lead childhood best friends to lovers emmalee and niko to mortal trouble they re hounded by an abusive ceo working from the core of the nation s collapse  their parents  military cult  dvpit dis lgbt own tv r t,brave choices disobey authority lead childhood best friends lovers emmalee niko mortal trouble hounded abusive ceo working core nation collapse parents military cult dvpit dis lgbt tv r,,neutral
piyatot09,Tue Oct 26 23:27:46 +0000 2021,"Los Angeles, CA","The LGBT community.

- this is a metaphor, right? https://t.co/vWJrECNFtU https://t.co/H6PmG11jJE",0,0,545,the lgbt community   this is a metaphor right  ,lgbt community metaphor right,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:13 +0000 2021,"Los Angeles, CA",Now Hiring: Assistant Professor - School Psychology - 22-36 https://t.co/5YruDRUtcR,0,0,405,now hiring assistant professor  school psychology   ,hiring assistant professor school psychology,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:12 +0000 2021,"Los Angeles, CA",Now Hiring: Financial and Operations Analyst https://t.co/aTnkidLXgo,0,0,405,now hiring financial and operations analyst ,hiring financial operations analyst,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:11 +0000 2021,"Los Angeles, CA",Now Hiring: Administrative Clerk III Counseling/Transfer Center (Categorically Funded) https://t.co/o3fIfM1pkr,0,0,405,now hiring administrative clerk iii counselingtransfer center categorically funded ,hiring administrative clerk iii counselingtransfer center categorically funded,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:10 +0000 2021,"Los Angeles, CA",Now Hiring: Student Worker - Office of Financial Aid https://t.co/bIpyhL3GJx,0,0,405,now hiring student worker  office of financial aid ,hiring student worker office financial aid,,pro-lgbt
LGBT_HigherEd,Tue Oct 26 23:22:08 +0000 2021,"Los Angeles, CA",Now Hiring: Campus Shuttle Bus Driver https://t.co/3vpkSYMBHW,0,0,405,now hiring campus shuttle bus driver ,hiring campus shuttle bus driver,,pro-lgbt
LGBT_HigherEd,Tue Oct 26 23:22:07 +0000 2021,"Los Angeles, CA",Now Hiring: Access Specialist https://t.co/EdGmTIcsLF,0,0,405,now hiring access specialist ,hiring access specialist,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:06 +0000 2021,"Los Angeles, CA",Now Hiring: Budget Specialist https://t.co/LGOkYrY7ib,0,0,405,now hiring budget specialist ,hiring budget specialist,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:04 +0000 2021,"Los Angeles, CA","Now Hiring: Interim Director, Children's Center Early Childhood Education Laboratory Schools/Children's Centers https://t.co/EZ3O6uIgsR",0,0,405,now hiring interim director children is center early childhood education laboratory schoolschildren is centers ,hiring interim director children center early childhood education laboratory schoolschildren centers,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:03 +0000 2021,"Los Angeles, CA",Now Hiring: Programmer Analyst III https://t.co/xczIHVNN8Y,0,0,405,now hiring programmer analyst iii ,hiring programmer analyst iii,,neutral
LGBT_HigherEd,Tue Oct 26 23:22:02 +0000 2021,"Los Angeles, CA","Now Hiring: Fiscal Specialist, Adult Career Education Services https://t.co/T6lsQFsLTI",0,0,405,now hiring fiscal specialist adult career education services ,hiring fiscal specialist adult career education services,,pro-lgbt
metroheterojerk,Tue Oct 26 23:12:31 +0000 2021,"Los Angeles, CA","@Pepe_world_ I personally donât think any of the characters other than bugs are lgbt (other than maybe like tweety who I can see as enby) and yes, ik, I feel like people will want my head on a pike for that one",1,0,413, i personally don t think any of the characters other than bugs are lgbt other than maybe like tweety who i can see as enby and yes ik i feel like people will want my head on a pike for that one,personally think characters bugs lgbt maybe like tweety see enby yes ik feel like people want head pike one,,neutral
NormanCatAuthor,Tue Oct 26 23:02:34 +0000 2021,"Los Angeles, CA",Wow! My book HAPPY CLOTHES was selected as one of the best LGBT books for young readers!,0,0,24,wow my book happy clothes was selected as one of the best lgbt books for young readers,wow book happy clothes selected one best lgbt books young readers,,pro-lgbt
HirokoTheHedgie,Tue Oct 26 22:49:16 +0000 2021,"Los Angeles, CA","@TBSkyen May be a long shot, but the cynical side of me wonders if the ""sexual content"" may just be referring to ""canon LGBT characters,"" as, judging from the creator's old tumblr, he's very open with shipping the main cast of girls together. Plus he's trans masc, so...",43,0,308, may be a long shot but the cynical side of me wonders if the sexual content may just be referring to canon lgbt characters as judging from the creator is old tumblr he is very open with shipping the main cast of girls together plus he is trans masc so,may long shot cynical side wonders sexual content may referring canon lgbt characters judging creator old tumblr open shipping main cast girls together plus trans masc,,neutral
allie_bythesea,Tue Oct 26 22:33:20 +0000 2021,"Los Angeles, CA","PI Lindsey Shenk connects a new clients case to a series of magical attacks across San Diego. With the help of both her ex &amp; a magic school rival, she must find the source of the attacks to save her client, his family, &amp; the entire city. #DVPit #A #M #UF #LGBT",1,0,3578,pi lindsey shenk connects a new clients case to a series of magical attacks across san diego with the help of both her ex  a magic school rival she must find the source of the attacks to save her client his family  the entire city dvpit a m uf lgbt,pi lindsey shenk connects new clients case series magical attacks across san diego help ex magic school rival must find source attacks save client family entire city dvpit uf lgbt,,pro-lgbt
torrHL,Tue Oct 26 22:26:51 +0000 2021,"Los Angeles, CA","""The biggest disconnect involves LGBT rights. 

About 71% of youths said they care about gay rights, but feel that 44% of religious communities care about the same issue, according to the survey of 10,274 people across the country representing various faiths.""",0,1,61,the biggest disconnect involves lgbt rights   about  of youths said they care about gay rights but feel that  of religious communities care about the same issue according to the survey of  people across the country representing various faiths,biggest disconnect involves lgbt rights youths said care gay rights feel religious communities care issue according survey people across country representing various faiths,,anti-lgbt
johnstodder,Tue Oct 26 22:11:51 +0000 2021,"Los Angeles, CA","@mattklewis What's your problem with CRT and LGBT, Matt, and is conservatives' ire with equality for Blacks and gays really a good enough reason to throw out our democratic system?

Do you really lack the stones to tell someone like Dreher that his paranoia about CRT and LGBT is destructive?",0,0,4972, what is your problem with crt and lgbt matt and is conservatives ire with equality for blacks and gays really a good enough reason to throw out our democratic system  do you really lack the stones to tell someone like dreher that his paranoia about crt and lgbt is destructive,problem crt lgbt matt conservatives ire equality blacks gays really good enough reason throw democratic system really lack stones tell someone like dreher paranoia crt lgbt destructive,,neutral
JoeKilpatrick15,Tue Oct 26 21:48:12 +0000 2021,"Los Angeles, CA","@AxSGRANTed @Marston4ca42 @KayHaywood2 Evangelicals are driving the antimask and antivaxx movement.  On any given Sunday, a pastor will tell a congregation Trump is going to be reinstalled.  Not to mention anti LGBT attitudes.  Evangelical churches are driving all this. And, the GOP are using them to do it.",0,0,6101,   evangelicals are driving the antimask and antivaxx movement  on any given sunday a pastor will tell a congregation trump is going to be reinstalled  not to mention anti lgbt attitudes  evangelical churches are driving all this and the gop are using them to do it,evangelicals driving antimask antivaxx movement given sunday pastor tell congregation trump going reinstalled mention anti lgbt attitudes evangelical churches driving gop using,,anti-lgbt
fancytomboy,Tue Oct 26 21:38:53 +0000 2021,"Los Angeles, CA",BBC article about lesbians is interesting cos the entire LGBT community is saying the lesbians are lying about being harassed and raped. I been aware of this topic for a year and itâs worse than that article. Im shocked a mainstream outlet was brave enough to cover.,18,5,358,bbc article about lesbians is interesting cos the entire lgbt community is saying the lesbians are lying about being harassed and raped i been aware of this topic for a year and it s worse than that article im shocked a mainstream outlet was brave enough to cover,bbc article lesbians interesting cos entire lgbt community saying lesbians lying harassed raped aware topic year worse article im shocked mainstream outlet brave enough cover,,pro-lgbt
sdlgbtn,Tue Oct 26 21:14:17 +0000 2021,"Los Angeles, CA","Meet LGBT History Month icon Javier Morgado

https://t.co/XPQsKFKbjD https://t.co/FIjvUGR1Lz",0,0,4465,meet lgbt history month icon javier morgado   ,meet lgbt history month icon javier morgado,,pro-lgbt
halemediainc,Tue Oct 26 21:14:11 +0000 2021,"Los Angeles, CA","Meet LGBT History Month icon Javier Morgado

https://t.co/4LgGqIa2Rj https://t.co/U76V6K0iTT",0,0,158,meet lgbt history month icon javier morgado   ,meet lgbt history month icon javier morgado,,pro-lgbt
johnathanhale,Tue Oct 26 21:14:05 +0000 2021,"Los Angeles, CA","Meet LGBT History Month icon Javier Morgado

https://t.co/xokYmFS3cZ https://t.co/CEI7eW1bAW",0,0,243,meet lgbt history month icon javier morgado   ,meet lgbt history month icon javier morgado,,pro-lgbt
