user_screen_name,created_at,location,text,fav,rt_count,friend,clean_text_1,clean_text_2,aspect,Prediction
ihavebangs1,Sat Oct 30 18:40:47 +0000 2021,columbia,i have the lgbt gene,7,0,445,i have the lgbt gene,lgbt gene,,pro-lgbt
Rychelle_Models,Thu Oct 28 15:39:47 +0000 2021,columbia sc,Just got my save the date Ã°ÂÂ¥Â°Ã°ÂÂ¥Â°Ã°ÂÂ¥Â° my cousin bout to be one of the first of out crew to be married #SameSexMarriage #lgbt #neworlean #110622,2,0,968,just got my save the date     my cousin bout to be one of the first of out crew to be married samesexmarriage lgbt neworlean ,got save date cousin bout one first crew married samesexmarriage lgbt neworlean,,neutral
RonaldMullis,Sun Oct 31 03:47:28 +0000 2021,"Columbia, SC",@CentrismIsCool Florida has more old people. Virginia has a lot of homophobes but also has a ton of suburbanites who are generally okay with LGBT people. IÃ¢ÂÂd say Virginia.,1,0,237, florida has more old people virginia has a lot of homophobes but also has a ton of suburbanites who are generally okay with lgbt people i d say virginia,florida old people virginia lot homophobes also ton suburbanites generally okay lgbt people say virginia,,pro-lgbt
holybullies,Sat Oct 30 19:32:51 +0000 2021,"columbia, sc",@luvinmysweetpea @FreeMyPress @HKKris @somuchcolour @jah_son_IAM @HitlerRise @_melissaholland @bcpsleonardi @WiltonManorsES @RosiesBnG Parents Support Wilton Manors Elementary After Trip to RosieÃ¢ÂÂs Stirs Up Threats &amp; Anti-LGBT Hate | The Gazette | News | SFGN Articles https://t.co/sHiURanwLx,1,0,2214,          parents support wilton manors elementary after trip to rosie s stirs up threats  antilgbt hate  the gazette  news  sfgn articles ,parents support wilton manors elementary trip rosie stirs threats antilgbt hate gazette news sfgn articles,,pro-lgbt
holybullies,Sat Oct 30 19:32:12 +0000 2021,"columbia, sc",@somuchcolour @luvinmysweetpea @FreeMyPress @HKKris @jah_son_IAM @HitlerRise @_melissaholland @bcpsleonardi @WiltonManorsES @RosiesBnG especially when it is a bar and grill. btw some folks have blocked me. feel free to send out what the parents said about the situation - https://t.co/sHiURanwLx,1,1,2214,          especially when it is a bar and grill btw some folks have blocked me feel free to send out what the parents said about the situation  ,especially bar grill btw folks blocked feel free send parents said situation,,anti-lgbt
holybullies,Sat Oct 30 19:30:16 +0000 2021,"columbia, sc",Parents Support Wilton Manors Elementary After Trip to RosieÃ¢ÂÂs Stirs Up Threats &amp; Anti-LGBT Hate | The Gazette | News | SFGN Articles https://t.co/sHiURanwLx,3,2,2214,parents support wilton manors elementary after trip to rosie s stirs up threats  antilgbt hate  the gazette  news  sfgn articles ,parents support wilton manors elementary trip rosie stirs threats antilgbt hate gazette news sfgn articles,,pro-lgbt
AdamNewshound12,Sat Oct 23 15:45:20 +0000 2021,"Columbia, SC","Good morning from @SCPrideMovement where I am doing a story on a collaboration between @HistColumbia and @UofSC to chronicle the capital city's LGBT past, present and future. Stay with me for a @postandcourier story coming soon. https://t.co/aL3150J0GO",10,0,1553,good morning from  where i am doing a story on a collaboration between  and  to chronicle the capital city is lgbt past present and future stay with me for a  story coming soon ,good morning story collaboration chronicle capital city lgbt past present future stay story coming soon,,pro-lgbt
Kreemsicle,Sat Oct 30 03:11:17 +0000 2021,"Columbia, TN",@TheTNHoller @TNGOP They have violated the freedoms of those of us with medical conditions. We are expendable.  Not only am I a second class citizen because I'm lgbt... now they are ok to get rid of me because of a virus. Some of us are not ok tonight. I don't think I've ever been more upset.,1,0,144,  they have violated the freedoms of those of us with medical conditions we are expendable  not only am i a second class citizen because i am lgbt now they are ok to get rid of me because of a virus some of us are not ok tonight i do not think i have ever been more upset,violated freedoms us medical conditions expendable second class citizen lgbt ok get rid virus us ok tonight think ever upset,,pro-lgbt
Shmermsley,Tue Oct 26 22:32:58 +0000 2021,"Columbus, GA","IÃ¢ÂÂm super excited for my first political campaign when my opponents try to dig up dirt on me and all they can find on Twitter is wow. This woman is not only Super Gay but has aggressive opinions about fictional lesbian characters. 
#Lesbians #wlw #LGBT",1,0,526,i m super excited for my first political campaign when my opponents try to dig up dirt on me and all they can find on twitter is wow this woman is not only super gay but has aggressive opinions about fictional lesbian characters  lesbians wlw lgbt,super excited first political campaign opponents try dig dirt find twitter wow woman super gay aggressive opinions fictional lesbian characters lesbians wlw lgbt,,pro-lgbt
JennaDevillier,Mon Oct 25 22:11:00 +0000 2021,"Covington, LA","SAPPHIC SERPENT &amp; DOVE x IN THE RAVENOUS DARK 

Ã°ÂÂÂ³ A forest godÃ¢ÂÂs dark deal
Ã°ÂÂÂ A prince who offers her a way outÃ¢ÂÂkill his sister
Ã¢ÂÂ Ã¯Â¸Â If Vera poisons for the god, sheÃ¢ÂÂll never be free
Ã°ÂÂÂ If Vera poisons for the prince, sheÃ¢ÂÂll break her own heart

#DVPit #YA #F #LGBT #OWN",1,0,329,sapphic serpent  dove x in the ravenous dark     a forest god s dark deal   a prince who offers her a way out kill his sister    if vera poisons for the god she ll never be free   if vera poisons for the prince she ll break her own heart  dvpit ya f lgbt own,sapphic serpent dove x ravenous dark forest god dark deal prince offers way kill sister vera poisons god never free vera poisons prince break heart dvpit ya f lgbt,,neutral
JennaDevillier,Mon Oct 25 20:11:00 +0000 2021,"Covington, LA","VESPERTINE x BEAUTY AND THE BEAST 

Hired by the crown prince to assassinate his sister, Princess AurÃÂ©lie, poisoner Vera must decide between the money and her growing attraction to the princess.

#DVPit #YA #F #LGBT #OWN",0,0,329,vespertine x beauty and the beast   hired by the crown prince to assassinate his sister princess aurÃÂ©lie poisoner vera must decide between the money and her growing attraction to the princess  dvpit ya f lgbt own,vespertine x beauty beast hired crown prince assassinate sister princess aurÃÂ©lie poisoner vera must decide money growing attraction princess dvpit ya f lgbt,,neutral
JennaDevillier,Mon Oct 25 18:11:00 +0000 2021,"Covington, LA","SERPENT&amp;DOVE x HALSEY

Vera's dark deal w/ a monster keeps her bakery afloat.  When the prince hires her to kill his sister, the money will be enough to escape her deal for good. 

But Vera falls for the princess, &amp; deals w/ monsters aren't easily broken

#DVPit #YA #F #LGBT #OWN",0,0,329,serpent x halsey  vera is dark deal w a monster keeps her bakery afloat  when the prince hires her to kill his sister the money will be enough to escape her deal for good   but vera falls for the princess  deals w monsters are not easily broken  dvpit ya f lgbt own,serpent x halsey vera dark deal w monster keeps bakery afloat prince hires kill sister money enough escape deal good vera falls princess deals w monsters easily broken dvpit ya f lgbt,,neutral
JennaDevillier,Mon Oct 25 16:11:00 +0000 2021,"Covington, LA","BI JUDE DUARTE x BEAUTY &amp; THE BEAST

If 17-yr-old poisoner Vera kills the princess, she'll have gold to start a new life

If she doesn't, she will be forever endebted to an eldritch creature

Falling for the princess was never supposed to be an option

#DVPit #YA #F #LGBT #OWN",0,1,329,bi jude duarte x beauty  the beast  if  poisoner vera kills the princess she will have gold to start a new life  if she does not she will be forever endebted to an eldritch creature  falling for the princess was never supposed to be an option  dvpit ya f lgbt own,bi jude duarte x beauty beast poisoner vera kills princess gold start new life forever endebted eldritch creature falling princess never supposed option dvpit ya f lgbt,,neutral
JennaDevillier,Mon Oct 25 14:11:00 +0000 2021,"Covington, LA","Ã°ÂÂÂ &amp; Ã°ÂÂÂ x IN THE RAVENOUS DARK

Taking a job to poison the princess feels like an easy out for 17-yr-old baker Vera, who wants the money to escape her village &amp; its resident monster

But when she falls for the princess, she must choose: freedom or her Ã¢ÂÂ¥Ã¯Â¸Â

#DVPit #YA #F #LGBT #OWN https://t.co/WIb9hTVu4e",3,7,329,     x in the ravenous dark  taking a job to poison the princess feels like an easy out for  baker vera who wants the money to escape her village  its resident monster  but when she falls for the princess she must choose freedom or her     dvpit ya f lgbt own ,x ravenous dark taking job poison princess feels like easy baker vera wants money escape village resident monster falls princess must choose freedom dvpit ya f lgbt,,neutral
JennaDevillier,Mon Oct 25 12:11:00 +0000 2021,"Covington, LA","Ã°ÂÂÂ³ A forest godÃ¢ÂÂs dark deal
Ã°ÂÂÂ A prince who offers her a way outÃ¢ÂÂkill his sister
Ã¢ÂÂ Ã¯Â¸Â If Vera poisons for the god, sheÃ¢ÂÂll never be free
Ã°ÂÂÂ If Vera poisons for the prince, sheÃ¢ÂÂll break her own heart

#DVPit #YA #F #LGBT #OWN",0,0,329,  a forest god s dark deal   a prince who offers her a way out kill his sister    if vera poisons for the god she ll never be free   if vera poisons for the prince she ll break her own heart  dvpit ya f lgbt own,forest god dark deal prince offers way kill sister vera poisons god never free vera poisons prince break heart dvpit ya f lgbt,,neutral
JennaDevillier,Mon Oct 25 03:57:17 +0000 2021,"Covington, LA",@CuriousArtemis Actually I see a little further down on this page it says LGBT! https://t.co/PxWIZGv2PJ,1,0,329, actually i see a little further down on this page it says lgbt ,actually see little page says lgbt,,neutral
JennaDevillier,Mon Oct 25 03:37:46 +0000 2021,"Covington, LA",@CuriousArtemis Right? IÃ¢ÂÂm just going to do lgbt and hopefully thatÃ¢ÂÂs fine,1,0,329, right i m just going to do lgbt and hopefully that s fine,right going lgbt hopefully fine,,neutral
RihStanNavy,Sun Oct 31 00:22:04 +0000 2021,"Decatur, GA","Aggressive fems &gt;&gt;&gt;&gt;..
YÃ¢ÂÂall better be pretty dominant women .. #LGBT",0,0,135,aggressive fems gtgtgtgt y all better be pretty dominant women  lgbt,aggressive fems gtgtgtgt better pretty dominant women lgbt,,neutral
TEW40,Sun Oct 24 18:21:01 +0000 2021,"Decatur, GA","@SenBooker I strongly suggest that in this next election AND in '24, the Dems seek out the Illegal Immig., Asian, ""Minorities"", and LGBT Communities to help you get elected/re-elected, since these are the communities that you go out of you way to get laws passed for.",0,0,45, i strongly suggest that in this next election and in  the dems seek out the illegal immig asian minorities and lgbt communities to help you get electedreelected since these are the communities that you go out of you way to get laws passed for,strongly suggest next election dems seek illegal immig asian minorities lgbt communities help get electedreelected since communities go way get laws passed,,pro-lgbt
agnesscott,Thu Oct 28 15:11:05 +0000 2021,"Decatur, Georgia",National LGBT Cancer Network: https://t.co/DSacA6NGv0,0,0,413,national lgbt cancer network ,national lgbt cancer network,,pro-lgbt
Skyehiiitwt,Sat Oct 30 22:02:05 +0000 2021,Denmark,"Mmm i really want to be in a streamer event again, LGBT UHC was so fun",0,0,746,mmm i really want to be in a streamer event again lgbt uhc was so fun,mmm really want streamer event lgbt uhc fun,,neutral
CordovTuber,Sat Oct 30 16:35:21 +0000 2021,Denmark,"@artio_Mcdougal @JapanAnon @picchialabisso Sadly I just don't see the lgbt community being anywhere near as quick or vehement in outing the egg community from their midst as people from outside the lgbt community.
I mostly see the lgbt community pretending it's not an issue or a right wing conspiracy theory.",0,0,1045,   sadly i just do not see the lgbt community being anywhere near as quick or vehement in outing the egg community from their midst as people from outside the lgbt community i mostly see the lgbt community pretending it is not an issue or a right wing conspiracy theory,sadly see lgbt community anywhere near quick vehement outing egg community midst people outside lgbt community mostly see lgbt community pretending issue right wing conspiracy theory,,pro-lgbt
TillyWoden,Sat Oct 23 18:14:54 +0000 2021,Denmark,"Thank you to all racists and LGBT haters (TERFs especially) in pop culture who come right out and say that they're racists or LGBT haters. 

That way, the rest of us don't have to waste our time with them.",0,0,10,thank you to all racists and lgbt haters terfs especially in pop culture who come right out and say that they are racists or lgbt haters   that way the rest of us do not have to waste our time with them,thank racists lgbt haters terfs especially pop culture come right say racists lgbt haters way rest us waste time,,pro-lgbt
mlmrogers,Fri Oct 22 15:12:28 +0000 2021,Denmark,all women in star wars are now officially lgbt thank you https://t.co/LZl6yFZiux,6,0,167,all women in star wars are now officially lgbt thank you ,women star wars officially lgbt thank,,pro-lgbt
blurr_desu,Fri Oct 22 08:07:53 +0000 2021,Denmark,"@qtpath @dantethorn11 the person who coined ""drag queen"" was a gay african american slave, ball culture is very inherently LGBT
on the other point: so your answer is that black people can reclaim blackface? if so, sure, maybe they can, black people playing into old stereotypes for fun might be fine",0,0,1292,  the person who coined drag queen was a gay african american slave ball culture is very inherently lgbt on the other point so your answer is that black people can reclaim blackface if so sure maybe they can black people playing into old stereotypes for fun might be fine,person coined drag queen gay african american slave ball culture inherently lgbt point answer black people reclaim blackface sure maybe black people playing old stereotypes fun might fine,,anti-lgbt
blurr_desu,Fri Oct 22 07:56:24 +0000 2021,Denmark,"@qtpath @dantethorn11 drag was owned by LGBT people, blackface owned by white people, portraying 'charicatures' of oppressed groups (literally slaves).",0,0,1292,  drag was owned by lgbt people blackface owned by white people portraying charicatures of oppressed groups literally slaves,drag owned lgbt people blackface owned white people portraying charicatures oppressed groups literally slaves,,neutral
blurr_desu,Fri Oct 22 07:53:21 +0000 2021,Denmark,"@qtpath @dantethorn11 following up on dante, yeah i would say that drag (in my definition) was hardly reclaimed, it was owned by LGBT people to begin with",0,0,1292,  following up on dante yeah i would say that drag in my definition was hardly reclaimed it was owned by lgbt people to begin with,following dante yeah would say drag definition hardly reclaimed owned lgbt people begin,,neutral
blurr_desu,Fri Oct 22 07:32:59 +0000 2021,Denmark,"@qtpath @dantethorn11 a lot of modern drag surely has its roots in the african american ball culture (as early as the 1880s), which was deeply LGBT to begin with, including trans women",1,0,1292,  a lot of modern drag surely has its roots in the african american ball culture as early as the  which was deeply lgbt to begin with including trans women,lot modern drag surely roots african american ball culture early deeply lgbt begin including trans women,,neutral
LeeMcDougal1,Wed Oct 27 03:10:15 +0000 2021,"Double Springs, Alabama","@MShenko2187 That was also my thought I didn't really want to be rude about it, but like having LGBT devs that are so far down the pipeline that I've never even heard of them-is not exactly reassuring.  The boss is the face, and he laughed in ours.",2,0,254, that was also my thought i did not really want to be rude about it but like having lgbt devs that are so far down the pipeline that i have never even heard of themis not exactly reassuring  the boss is the face and he laughed in ours,also thought really want rude like lgbt devs far pipeline never even heard themis exactly reassuring boss face laughed,,pro-lgbt
LeeMcDougal1,Wed Oct 27 02:54:38 +0000 2021,"Double Springs, Alabama","@MShenko2187 No, just venting about the dev from earlier. I just read it at that moment. It's like being a part of the LGBT is not a free pass for not standing up for better gay content. It just seems we will never get anywhere with people like that shooting our cause's knee caps out.",3,0,254, no just venting about the dev from earlier i just read it at that moment it is like being a part of the lgbt is not a free pass for not standing up for better gay content it just seems we will never get anywhere with people like that shooting our cause is knee caps out,venting dev earlier read moment like part lgbt free pass standing better gay content seems never get anywhere people like shooting cause knee caps,,pro-lgbt
LeeMcDougal1,Tue Oct 26 23:58:52 +0000 2021,"Double Springs, Alabama","@dgcatanisiri If that was the case, m/m content should have not been on the bargaining table, to begin with. I'm really over this whole thing where any ""LGBT"" is content for all. When m/m is always treated like extra bonus content thus has the least content and quality.",4,0,254, if that was the case mm content should have not been on the bargaining table to begin with i am really over this whole thing where any lgbt is content for all when mm is always treated like extra bonus content thus has the least content and quality,case mm content bargaining table begin really whole thing lgbt content mm always treated like extra bonus content thus least content quality,,pro-lgbt
LeeMcDougal1,Tue Oct 26 23:48:35 +0000 2021,"Double Springs, Alabama","""queer"" devs standing up against LGBT fans. My god, it's just breathtaking!",5,0,254,queer devs standing up against lgbt fans my god it is just breathtaking,queer devs standing lgbt fans god breathtaking,,neutral
princesoicy,Sat Oct 23 07:52:03 +0000 2021,"Dyersburg, TN",Also trynna work with some lgbt rappers to do hit me up,2,0,99,also trynna work with some lgbt rappers to do hit me up,also trynna work lgbt rappers hit,,neutral
walker26274533,Fri Oct 29 12:32:36 +0000 2021,east tennessee,"@BeingJWood the last two national elections suburban women have not voted republican Ã¢ÂÂÃ¯Â¸Â this voting block is highly educated and vote their own minds Ã¢ÂÂ¡ we can no more ""broad stroke"" this group than we can black, brown, LGBT ... Ã°ÂÂÂºÃ°ÂÂÂ¸Ã°ÂÂÂ",3,0,525, the last two national elections suburban women have not voted republican    this voting block is highly educated and vote their own minds   we can no more broad stroke this group than we can black brown lgbt     ,last two national elections suburban women voted republican voting block highly educated vote minds broad stroke group black brown lgbt,,pro-lgbt
Gordon_Lugoff,Sun Oct 24 16:26:35 +0000 2021,"Elgin, SC",I'm white and we have greater racial and ethnic diversity at my family reunions. Plus we are LGBT friendly. https://t.co/Gh6ba6JIAO,4,0,4475,i am white and we have greater racial and ethnic diversity at my family reunions plus we are lgbt friendly ,white greater racial ethnic diversity family reunions plus lgbt friendly,,pro-lgbt
akuckii,Sat Oct 30 21:56:19 +0000 2021,ella,@mikyori reee lgbt,0,0,57, reee lgbt,reee lgbt,,neutral
XavierLamarWar2,Sat Oct 30 02:56:10 +0000 2021,"Eutaw, AL",@DrOscarGutierre @Larrylake22 @FoxNews You mean black people like myself? Unless the LGBT went through a 600 year enslavement then cry me a river over some comedian hurting your feelings with jokes.,5,0,108,   you mean black people like myself unless the lgbt went through a  year enslavement then cry me a river over some comedian hurting your feelings with jokes,mean black people like unless lgbt went year enslavement cry river comedian hurting feelings jokes,,neutral
XavierLamarWar2,Tue Oct 26 04:35:32 +0000 2021,"Eutaw, AL",@KatFarrington That's not homophobic. That's literally facts. There have been many complaints in many forms of entertainment that they should include a queer person in entertainment. I never once said having a lgbt person in something was bad. I just pointed it out.,0,0,108, that is not homophobic that is literally facts there have been many complaints in many forms of entertainment that they should include a queer person in entertainment i never once said having a lgbt person in something was bad i just pointed it out,homophobic literally facts many complaints many forms entertainment include queer person entertainment never said lgbt person something bad pointed,,pro-lgbt
XavierLamarWar2,Tue Oct 26 04:19:06 +0000 2021,"Eutaw, AL","@KatFarrington Nah, I just the common sense not to whine about a comedian doing his job and telling jokes. Every other group in the world get jokes on all the time but LGBT are so special that they're off limits? Basically your struggles are harder than everyone else's that you can't take jokes https://t.co/iFiIVuDYZa",1,0,108, nah i just the common sense not to whine about a comedian doing his job and telling jokes every other group in the world get jokes on all the time but lgbt are so special that they are off limits basically your struggles are harder than everyone else is that you can not take jokes ,nah common sense whine comedian job telling jokes every group world get jokes time lgbt special limits basically struggles harder everyone else take jokes,,anti-lgbt
XavierLamarWar2,Tue Oct 26 04:02:07 +0000 2021,"Eutaw, AL",@KatFarrington @jplue22 Ironic sense you would have no problem with lgbt being included in every thing known to man.,0,0,108,  ironic sense you would have no problem with lgbt being included in every thing known to man,ironic sense would problem lgbt included every thing known man,,anti-lgbt
YDanasmithdutra,Fri Oct 22 22:50:18 +0000 2021,"Fairhope, Alabama","@TeresaCCarter2 @carrybeyond @100FrogLegs @DavidManOnFire @materia1wor1d @kelly2277 @RomajSmith36 @Standupchai @jbadomics @clearing_fog @SpiralCow @Cre8NoH8 Supreme Court sides with Catholic adoption agency that refuses to work with LGBT couples. - John Roberts

https://t.co/YACKyEYCxr",15,7,9821,            supreme court sides with catholic adoption agency that refuses to work with lgbt couples  john roberts  ,supreme court sides catholic adoption agency refuses work lgbt couples john roberts,,anti-lgbt
DonnaVolpe7,Thu Oct 28 19:31:23 +0000 2021,"Farragut, TN",@GeneBryant2 Of course he will because the LGBT community is the republicans next war.,0,0,1399, of course he will because the lgbt community is the republicans next war,course lgbt community republicans next war,,anti-lgbt
GaindStream115,Tue Oct 26 17:43:43 +0000 2021,"Fort Payne, AL","It's my one year anniversary of starting hrt guys Ã°ÂÂ¥ÂºÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ³Ã¯Â¸ÂÃ¢ÂÂÃ¢ÂÂ§Ã¯Â¸Â
#TransJoy #transwoman #LGBT",1,0,183,it is my one year anniversary of starting hrt guys          transjoy transwoman lgbt,one year anniversary starting hrt guys transjoy transwoman lgbt,,pro-lgbt
PHB_CPAs,Mon Oct 25 13:52:42 +0000 2021,"Franklin, TN","If you're looking to get more involved in Nashville, consider joining the Nashville LGBT Chamber! @NashLGBTCC continually offers fun and meaningful ways to connect in the Nashville area. You and your business are sure to benefit! #community #chamberofcommerce #getinvolved https://t.co/pn4aA0sg2U",0,0,724,if you are looking to get more involved in nashville consider joining the nashville lgbt chamber  continually offers fun and meaningful ways to connect in the nashville area you and your business are sure to benefit community chamberofcommerce getinvolved ,looking get involved nashville consider joining nashville lgbt chamber continually offers fun meaningful ways connect nashville area business sure benefit community chamberofcommerce getinvolved,,pro-lgbt
donnasfineart,Tue Oct 26 17:42:36 +0000 2021,"GA, USA","@RandyLunde4 IÃ¢ÂÂd hope notÃ¢ÂÂanyone whoÃ¢ÂÂs not because youÃ¢ÂÂre an atheist
isnÃ¢ÂÂt worth it!

IÃ¢ÂÂm a Christian unlike the DJT CULT FAKE onesÃ¢ÂÂbut I have atheist friends I follow &amp; have always been followed back. IÃ¢ÂÂm not gay but I have many LGBT friends &amp; followers

ItÃ¢ÂÂs called caring about each otherÃ¢ÂÂ¤Ã¯Â¸Â",3,0,7773, i d hope not anyone who s not because you re an atheist isn t worth it  i m a christian unlike the djt cult fake ones but i have atheist friends i follow  have always been followed back i m not gay but i have many lgbt friends  followers  it s called caring about each other  ,hope anyone atheist worth christian unlike djt cult fake ones atheist friends follow always followed back gay many lgbt friends followers called caring,,pro-lgbt
DRByrd3,Fri Oct 22 20:54:25 +0000 2021,"Gallatin, TN",@MyCleats @0mazing @Ken_Rosenthal I'm triggered? You're the one has resorted to name calling and degrading someones education. It's rather pathetic that you are using bullying to say that bullying LGBT people is wrong lol,0,0,145,   i am triggered you are the one has resorted to name calling and degrading someones education it is rather pathetic that you are using bullying to say that bullying lgbt people is wrong lol,triggered one resorted name calling degrading someones education rather pathetic using bullying say bullying lgbt people wrong lol,,pro-lgbt
theglobe_ggc,Wed Oct 27 15:41:47 +0000 2021,Georgia Gwinnett College,"Check out the new article! @GeorgiaGwinnett stives to make their campus inclusive and welcome to every student! Click the link below to read the article. #inclusion #sexuality #LGBTQ #LGBT #campusnews #CollegeLife #Newsworthy 
https://t.co/5Xz07ueEAm https://t.co/zfEFBNN9Nq",3,0,142,check out the new article  stives to make their campus inclusive and welcome to every student click the link below to read the article inclusion sexuality lgbtq lgbt campusnews collegelife newsworthy   ,check new article stives make campus inclusive welcome every student click link read article inclusion sexuality lgbtq lgbt campusnews collegelife newsworthy,,pro-lgbt
HotRod_1966,Wed Oct 27 12:07:55 +0000 2021,"Gonzales, LA","@loveissodope @lefty_patriot @opertinicy @IMAO_ By the way, just as many black people are LGBT as white people. Don't even think of trying to play that bullshit game, the bigotry towards LGBT people isn't some thing that's OK for black people to do. If anything transphobia is even more an issue for black transwomen.",0,0,1279,    by the way just as many black people are lgbt as white people do not even think of trying to play that bullshit game the bigotry towards lgbt people is not some thing that is ok for black people to do if anything transphobia is even more an issue for black transwomen,way many black people lgbt white people even think trying play bullshit game bigotry towards lgbt people thing ok black people anything transphobia even issue black transwomen,,pro-lgbt
ShokBox93,Thu Oct 28 21:53:55 +0000 2021,"Greenville, SC","I understand that the LGBT community is starved for positive representation, but they deserve so much better than...whatever HGS is supposed to be. It falls flat in a *lot* of aspects, and stawmanning everyone who dislikes the show as a homophobic bigot doesn't change that.",0,0,696,i understand that the lgbt community is starved for positive representation but they deserve so much better thanwhatever hgs is supposed to be it falls flat in a lot of aspects and stawmanning everyone who dislikes the show as a homophobic bigot does not change that,understand lgbt community starved positive representation deserve much better thanwhatever hgs supposed falls flat lot aspects stawmanning everyone dislikes show homophobic bigot change,,pro-lgbt
ShokBox93,Thu Oct 28 21:38:31 +0000 2021,"Greenville, SC","Between the hit-or-miss animation, inconsistent tone, fluctuating quality of the voice acting &amp; dull humor, it really doesn't seem like the show is doing anything special. Even the LGBT+ themes, as blunt as they are, were handled better in other shows.",0,0,696,between the hitormiss animation inconsistent tone fluctuating quality of the voice acting  dull humor it really does not seem like the show is doing anything special even the lgbt themes as blunt as they are were handled better in other shows,hitormiss animation inconsistent tone fluctuating quality voice acting dull humor really seem like show anything special even lgbt themes blunt handled better shows,,neutral
brent_waggoner,Tue Oct 26 17:17:04 +0000 2021,"Greenville, SC","@ope_im_gay Yeah. I think the conservatives are actually right about the slippery slope in that case. The gymnastics you have to do! Tradition, which is often the ultimate reference point against LGBT inclusion, has historically been very anti-woman, but they're able to overlook that.",9,0,2246, yeah i think the conservatives are actually right about the slippery slope in that case the gymnastics you have to do tradition which is often the ultimate reference point against lgbt inclusion has historically been very antiwoman but they are able to overlook that,yeah think conservatives actually right slippery slope case gymnastics tradition often ultimate reference point lgbt inclusion historically antiwoman able overlook,,anti-lgbt
DungeonMagister,Tue Oct 26 18:11:01 +0000 2021,"Gretna, LA","I just want to open a cafe that is also a safe space. My husband is uncomfortable calling it ""a safe space"", but I feel like it's important that we do and actually stick to keeping it that way.

LGBT people have night clubs and only a few other places. None really FEEL safe.",2,0,1120,i just want to open a cafe that is also a safe space my husband is uncomfortable calling it a safe space but i feel like it is important that we do and actually stick to keeping it that way  lgbt people have night clubs and only a few other places none really feel safe,want open cafe also safe space husband uncomfortable calling safe space feel like important actually stick keeping way lgbt people night clubs places none really feel safe,,pro-lgbt
DungeonMagister,Sat Oct 23 08:59:06 +0000 2021,"Gretna, LA",The LGBT community is apparently the 6 of cups by @vetyyr https://t.co/QwYqOtXkvf https://t.co/UusUnho7lP,4,1,1120,the lgbt community is apparently the  of cups by   ,lgbt community apparently cups,,neutral
ashtonpittman,Fri Oct 22 23:00:52 +0000 2021,"Hattiesburg, MS",@aps5521 LGBT or LGBTQ I'm fine with. LGB is intended to exclude trans people.,4,0,16487, lgbt or lgbtq i am fine with lgb is intended to exclude trans people,lgbt lgbtq fine lgb intended exclude trans people,,pro-lgbt
catsequalneko,Sat Oct 30 23:30:15 +0000 2021,"Helena, AL",@NinishNinja @ThePoorMan95 @Booda_the_Great @42Gnome @cow_cousin @L_istigatore @SJustice69 @PhilipEMSkinne1 @Synyster63 @snojustice1 @Viper169a @TreatHunterDog @EthanolFree90 @MinnesotaExpat @MarkHoliday17 @PaigeMiIner @Sinner_Lilith @MrChingonE @airfemale4 @SicarioScott @schmevil @Audit50States @misshellca @Evry1H8sGrtzLOL @pan_dejo_ @AnaSsassin_ @Flattielover @BombsJen @JackWhoElse @OnDaRight1 @LadyOfTheOcean1 @Aimhighffw @jdd2169 @goodtroubless @22CB22CB @AemielGotsMail @LanyJennifer @MrManly12 @LisaNicholo @MistressRedWasp @TP_UKMingeLane @Saline_tRick @jerbear714 @atumpkins11 @topleveltroll3 @waywardmegan15 @DaOG_Gritz @ms_julialee @giddy_bunny @BsSlayah I liked this lgbt anime that was very mainstream called Yuri on ice and one of the main characters was Russian. And I screamed because he did the Russian tradition of putting the engagement ring on YuriÃ¢ÂÂs right hand. They do it opposite to us. Ã°ÂÂÂ,2,0,10390,                                                  i liked this lgbt anime that was very mainstream called yuri on ice and one of the main characters was russian and i screamed because he did the russian tradition of putting the engagement ring on yuri s right hand they do it opposite to us  ,liked lgbt anime mainstream called yuri ice one main characters russian screamed russian tradition putting engagement ring yuri right hand opposite us,,neutral
RexJadwiga,Fri Oct 29 16:11:46 +0000 2021,"Hendersonville, NC","Project Godek, aslo called Stop LGBT, is being debated and voted on in the Polish Sejm. If passed into law, it would be a massive attack on freedom of speech and LGBT rights. https://t.co/mFnfGtgXZx",4,0,1711,project godek aslo called stop lgbt is being debated and voted on in the polish sejm if passed into law it would be a massive attack on freedom of speech and lgbt rights ,project godek aslo called stop lgbt debated voted polish sejm passed law would massive attack freedom speech lgbt rights,,pro-lgbt
OffBrandToby,Sun Oct 24 13:51:23 +0000 2021,"Hendersonville, TN","It's wild that neo-liberals respond to the criticism ""Neo-liberals are just republicans who support LGBT rights"" with ""No, that's not true at all.  We are vocally anti-trans.""",0,0,244,it is wild that neoliberals respond to the criticism neoliberals are just republicans who support lgbt rights with no that is not true at all  we are vocally antitrans,wild neoliberals respond criticism neoliberals republicans support lgbt rights true vocally antitrans,,pro-lgbt
Pompeii_SoCalm,Wed Oct 27 15:12:47 +0000 2021,"Historic Charleston, SC",Bro some in the LGBT community really not cancelling this black trans activist like they are doing with Chappelle after what that person said about Asians and Latinos,0,0,1345,bro some in the lgbt community really not cancelling this black trans activist like they are doing with chappelle after what that person said about asians and latinos,bro lgbt community really cancelling black trans activist like chappelle person said asians latinos,,anti-lgbt
